"id","pid","extype","orig_phrase","sub_phrase","effect"
"1594","601a788b7ab49028cd7a4ad4","5","We just need a sitter.","We just need a sitter. ","1"
"1595","601a788b7ab49028cd7a4ad4","5","Check and find out form?","Check and find out form?","1"
"1596","601a788b7ab49028cd7a4ad4","5","How soon do you need it?","How soon do you need it?","1"
"1597","601a788b7ab49028cd7a4ad4","5","The troops just walked in.","The troops just walked in. ","1"
"1598","601a788b7ab49028cd7a4ad4","5","I think that is the right answer.","I think that is the right answer. ","1"
"1599","601a788b7ab49028cd7a4ad4","5","I am on my way.","I am on my way. ","1"
"1600","601a788b7ab49028cd7a4ad4","5","Can you help me here?","Can you help me here?","1"
"1601","601a788b7ab49028cd7a4ad4","5","Hope your week is going well.","Hope your week is going well. ","1"
"1602","601a788b7ab49028cd7a4ad4","5","This is good I think.","This is good I think.","1"
"1603","601a788b7ab49028cd7a4ad4","5","We will get you a copy.","We will get you a copy. ","1"
"1604","601a788b7ab49028cd7a4ad4","5","We will keep you posted.","We will keep you posted. ","1"
"1605","601a788b7ab49028cd7a4ad4","5","Will give you more shortly.","Will give you more shortly. ","1"
"1606","5f00fa2353b5c10c934298fa","5","Thursday works better for me.","Thursday works better for me.","1"
"1607","5f00fa2353b5c10c934298fa","5","We will get you a copy.","We will get you a copy.","1"
"1608","5f00fa2353b5c10c934298fa","5","I would like to attend if so.","I would like to attend if so.","1"
"1609","5f00fa2353b5c10c934298fa","5","Take what you can get.","Take what you can get.","1"
"1610","5f00fa2353b5c10c934298fa","5","This seems fine to me.","This seems fine to me.","1"
"1611","5f00fa2353b5c10c934298fa","5","How soon do you need it?","How soon do you need it?","1"
"1612","5f00fa2353b5c10c934298fa","5","I am at the lake.","I am at the lake.","1"
"1613","5f00fa2353b5c10c934298fa","5","We need to talk about this month.","We need to talk about this month.","1"
"1614","5f00fa2353b5c10c934298fa","5","I've never worked with her.","I've never worked with her","1"
"1615","5f00fa2353b5c10c934298fa","5","What is in the plan?","What is in the plan?","1"
"1616","5f00fa2353b5c10c934298fa","5","It reads like she is in.","It reads like she is in.","1"
"1617","5f00fa2353b5c10c934298fa","5","What is the purpose of this?","What is the purpose of this?","1"
"1618","5f00fa2353b5c10c934298fa","5","If not can I call you?","If not can I call you?","1"
"1619","5f00fa2353b5c10c934298fa","5","I think those are the right dates.","I think those are the right dates.","1"
"1620","5f00fa2353b5c10c934298fa","5","Will you come get me?","Will you come get me?","1"
"1621","571d293628d2680011ab9896","4","Good to know that the FERC cares!","good to know that the FERC care!","1"
"1622","571d293628d2680011ab9896","4","San Francisco was Interconnect meeting.","San Fransisco was Interconnect","1"
"1623","571d293628d2680011ab9896","4","Man I don't want to get sick again.","Man I don't want to get that sick again!","1"
"1624","571d293628d2680011ab9896","4","Probably need to check with HR group providing services.","Probably need to get with HR services","1"
"1625","571d293628d2680011ab9896","4","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Kaminiti at Animal Kingdom yesterday!","1"
"1626","571d293628d2680011ab9896","4","I also just received my Blackberry, cool.","I also got my new Blackberry, cool.","1"
"1627","571d293628d2680011ab9896","4","In isolation, all of these things are trivial.","in isolation, all these things are trivial.","1"
"1628","571d293628d2680011ab9896","4","Danny I recommended on Monday we cancel it.","Danny I recommend on Monday we cancel it.","1"
"1629","571d293628d2680011ab9896","4","I'll see you Thursday October 25.","I'll see you Thursday October 25.","1"
"1630","571d293628d2680011ab9896","4","Issue on post bankruptcy price risk issue remains.","issue on post bankrupcy risk remains","1"
"1631","571d293628d2680011ab9896","4","If not, I can try information in Omaha.","If not, i can try information in Omoha","1"
"1632","571d293628d2680011ab9896","4","Seemed fine when I picked him up.","Seemed fine when i last looked","1"
"1633","571d293628d2680011ab9896","4","The SoCal meeting was very beneficial.","The SoCal meeting was benificial","1"
"1634","571d293628d2680011ab9896","4","I didn't think we had.","I didn't think we had.","1"
"1635","571d293628d2680011ab9896","4","We went to Palacios to fish.","We went to Palocios to fish.","1"
"1636","5966f6c744b2d20001defeec","5","Both of us are still here.","both of us are still here.","1"
"1637","5966f6c744b2d20001defeec","5","Check and find out form?","check and find out form?","1"
"1638","5966f6c744b2d20001defeec","5","I will be back Friday.","I will be back Friday.","1"
"1639","5966f6c744b2d20001defeec","5","You have a nice holiday too.","You have a nice holiday too.","1"
"1640","5966f6c744b2d20001defeec","5","We will get you a copy.","We will get you a copy.","1"
"1641","5966f6c744b2d20001defeec","5","Neil has been asking around.","Neil has been asking around.","1"
"1642","5966f6c744b2d20001defeec","5","Do you need it today?","Do you need it today?","1"
"1643","5966f6c744b2d20001defeec","5","Jan has a lot of detail.","Jan has a lot of detail.","1"
"1644","5966f6c744b2d20001defeec","5","Are you being a baby?","Are you being a baby?","1"
"1645","5966f6c744b2d20001defeec","5","We need to talk about this month.","We need to talk about this month.","1"
"1646","5966f6c744b2d20001defeec","5","We just need a sitter.","We just need a sitter ","1"
"1647","5966f6c744b2d20001defeec","5","Can you help me here?","Can you help me here?","1"
"1648","5966f6c744b2d20001defeec","5","I think that is the right answer.","I think that is the right answer.","1"
"1649","5966f6c744b2d20001defeec","5","This is good I think.","This is good I think.","1"
"1650","5966f6c744b2d20001defeec","5","It reads like she is in.","It reads like she's in.","1"
"1696","5f3d63a8d956100fd3adf56d","3","I have an AM doctor's appointment.","I have an AM doctor's appointment. ","1"
"1697","5f3d63a8d956100fd3adf56d","3","Will call later to explain.","Will call later to explain.","1"
"1698","5f3d63a8d956100fd3adf56d","3","We just pulled schedules from the web.","We just pulled schedules from the web.","1"
"1699","5f3d63a8d956100fd3adf56d","3","The rest is a byproduct of slapshot.","The rest is a byproduct of slapshot.","1"
"1700","5f3d63a8d956100fd3adf56d","3","Thursday works better for me.","Thursday works better for me.","1"
"1701","5f3d63a8d956100fd3adf56d","3","I will resend to you.","I will resend to you.","1"
"1702","5f3d63a8d956100fd3adf56d","3","He doesn't want to give the trading positions.","He doesn't want to give the trading positions. ","1"
"1703","5f3d63a8d956100fd3adf56d","3","We are waiting on the cold front.","We are waiting on the cold front. ","1"
"1704","5f3d63a8d956100fd3adf56d","3","I will be back Friday.","I will be back Friday.","1"
"1705","5f3d63a8d956100fd3adf56d","3","She has a web address.","She has a web address. ","1"
"1706","5f3d63a8d956100fd3adf56d","3","Have I mentioned how much I love Houston traffic?","Have I mentioned how much I love Houston traffic?","1"
"1707","5f3d63a8d956100fd3adf56d","3","We can work around these plans if you prefer.","We can work around these plans if you prefer.","1"
"1708","5f3d63a8d956100fd3adf56d","3","I'm on my way back there to do so.","I'm on my way back there to do so.","1"
"1709","5f3d63a8d956100fd3adf56d","3","Are you going to call?","Are you going to call?","1"
"1710","5f3d63a8d956100fd3adf56d","3","We will have some good detail by January 7.","We will have some good detail by January 7.","1"
"1771","601a788b7ab49028cd7a4ad4","1","Suggest you get facts before judging anyone.","Suggest you get facts before judging anyone. ","1"
"1772","601a788b7ab49028cd7a4ad4","1","What is up with ENE?","What is up with ENE?","1"
"1773","601a788b7ab49028cd7a4ad4","1","Mike, are you aware of this?","Mike,  are you aware of this?","1"
"1774","601a788b7ab49028cd7a4ad4","1","I hope you are feeling better.","I hope you are feeling better. ","1"
"1775","601a788b7ab49028cd7a4ad4","1","If we don't get it, could be trouble.","If we don't get it, could be trouble ","1"
"1776","601a788b7ab49028cd7a4ad4","1","Hopefully this can wait until Monday.","Hopefully this can wait until Monday. ","1"
"1777","601a788b7ab49028cd7a4ad4","1","Could you try ringing her?","Could you try ringing her?","1"
"1778","601a788b7ab49028cd7a4ad4","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"1779","601a788b7ab49028cd7a4ad4","1","Should systems manage the migration?","Should systems manage the migration?","1"
"1780","601a788b7ab49028cd7a4ad4","1","Did you talk to Ava this morning?","Did you talk to Ava this morning?","1"
"1781","601a788b7ab49028cd7a4ad4","1","Are you getting all the information you need?","Are you getting all the information you need?","1"
"1782","601a788b7ab49028cd7a4ad4","1","I'll call you in the morning.","I'll call you in the morning. ","1"
"1783","601a788b7ab49028cd7a4ad4","1","I will be back Friday.","I will be back Friday. ","1"
"1784","601a788b7ab49028cd7a4ad4","1","Have I mentioned how much I love Houston traffic?","Have i mentioned how much i love Houston traffic?","1"
"1785","601a788b7ab49028cd7a4ad4","1","Do you still need me to sign something?","Do you still need me to sign something?","1"
"1801","615200d54efc832849db2259","1","You can talk to Becky!","You can talk to Becky!","1"
"1802","615200d54efc832849db2259","1","We need to talk about this month.","We need to talk about this month.","1"
"1803","615200d54efc832849db2259","1","In a couple of weeks.","In a couple of weeks.","1"
"1804","615200d54efc832849db2259","1","I've never worked with her.","I've never worked with her.","1"
"1805","615200d54efc832849db2259","1","If we don't get it, could be trouble.","If we don't get it, could be trouble.","1"
"1806","615200d54efc832849db2259","1","I changed that in one prior draft.","I changed that in one prior draft.","1"
"1807","615200d54efc832849db2259","1","Suggest you get facts before judging anyone.","Suggest that you get facts before judging anyone.","1"
"1808","615200d54efc832849db2259","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"1809","615200d54efc832849db2259","1","Have I mentioned how much I love Houston traffic?","Have I mentioned how I love Houston traffic? ","1"
"1810","615200d54efc832849db2259","1","What is in the plan?","What is in the plan?","1"
"1811","615200d54efc832849db2259","1","I think afraid of mass exodus.","I think afraid of mass exodus.","1"
"1812","615200d54efc832849db2259","1","Do you still need me to sign something?","Do you still need me to sign something?","1"
"1813","615200d54efc832849db2259","1","I sent it to her.","I sent it to her.","1"
"1814","615200d54efc832849db2259","1","Is this the only time available?","Is this the only time available?","1"
"1815","615200d54efc832849db2259","1","This is good I think.","This is good I think.","1"
"1816","615200d54efc832849db2259","1","You can talk to Becky!","You can talk to Becky!","1"
"1817","615200d54efc832849db2259","1","We need to talk about this month.","We need to talk about this month.","1"
"1818","615200d54efc832849db2259","1","In a couple of weeks.","In a couple of weeks.","1"
"1819","615200d54efc832849db2259","1","I've never worked with her.","I've never worked with her.","1"
"1820","615200d54efc832849db2259","1","If we don't get it, could be trouble.","If we don't get it, could be trouble.","1"
"1821","615200d54efc832849db2259","1","I changed that in one prior draft.","I changed that in one prior draft.","1"
"1822","615200d54efc832849db2259","1","Suggest you get facts before judging anyone.","Suggest that you get facts before judging anyone.","1"
"1823","615200d54efc832849db2259","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"1824","615200d54efc832849db2259","1","Have I mentioned how much I love Houston traffic?","Have I mentioned how I love Houston traffic? ","1"
"1825","615200d54efc832849db2259","1","What is in the plan?","What is in the plan?","1"
"1826","615200d54efc832849db2259","1","I think afraid of mass exodus.","I think afraid of mass exodus.","1"
"1827","615200d54efc832849db2259","1","Do you still need me to sign something?","Do you still need me to sign something?","1"
"1828","615200d54efc832849db2259","1","I sent it to her.","I sent it to her.","1"
"1829","615200d54efc832849db2259","1","Is this the only time available?","Is this the only time available?","1"
"1830","615200d54efc832849db2259","1","This is good I think.","This is good I think.","1"
"1861","5c0ae93ec1a5a60001a560b6","6","What Enron entity owns the EOTT GP?",,"1"
"1862","5c0ae93ec1a5a60001a560b6","6","We sold the UK business to AEP.","we sold the uk to the aep","1"
"1863","5c0ae93ec1a5a60001a560b6","6","That's not the behavior that I was looking for.","thats not the behaviour I was looking for ","1"
"1864","5c0ae93ec1a5a60001a560b6","6","I also just received my Blackberry, cool.","i also just received my blackbarry, cool","1"
"1865","5c0ae93ec1a5a60001a560b6","6","I don't know that I will be back Monday.","i dont know that i will be back monday","1"
"1866","5c0ae93ec1a5a60001a560b6","6","I have a doctor's appointment for 11:00 on Tuesday.","i have a doctor's appointment at 11:00 on tuesday","1"
"1867","5c0ae93ec1a5a60001a560b6","6","Here's my work email (kay.mann@enron.com).","here's my work email (key","1"
"1868","5c0ae93ec1a5a60001a560b6","6","Yes still need it - when are you back?","yes still need it - when you will be back? ","1"
